event_name,event_type,sdk_version,onprem_time_sec,onprem_exit_code,onprem_gpu,cloud_time_sec,cloud_exit_code,cloud_gpu,cloud_onprem_ratio,time_diff_sec,fps_category,is_pilot_event
2024_05_22_20_50_56_Oakland_Athletics_5_JD_Davis_Home,batting,6.3.9,382.8,0,RTX_4000_Ada,747.4,0,Tesla_T4,1.952,364.6,300,no
2024_05_22_20_57_27_Colorado_Rockies_7_Brendan_Rodgers_Away,batting,6.3.9,726.1,0,RTX_4000_Ada,1480.2,0,Tesla_T4,2.039,754.1,300,no
2025_01_30_16_16_14_Rice_Pitching_Lab_30_Jake_Mader-Cooper_Home,pitching,6.4.0,463.9,0,RTX_4000_Ada,910.3,0,Tesla_T4,1.962,446.4,300,no
2025_02_21_21_20_15_Arkansas_Razorbacks_9_Wehiwa_Aloy_Home,batting,6.3.9,296.9,0,RTX_4000_Ada,611.0,0,Tesla_T4,2.058,314.1,300,no
2025_03_02_11_41_00_Ohio_State_Buckeyes_16_Mason_Eckelman_Home,batting,6.3.9,256.0,0,RTX_4000_Ada,521.8,0,Tesla_T4,2.038,265.8,300,no
2025_03_02_12_36_22_Ohio_State_Buckeyes_2_Trey_Lipsey_Home,batting,6.3.9,242.2,0,RTX_4000_Ada,491.2,0,Tesla_T4,2.028,249.0,300,no
2025_03_02_13_07_51_Ohio_State_Buckeyes_11_Marc_Stephens_Home,batting,6.3.9,235.6,0,RTX_4000_Ada,489.3,0,Tesla_T4,2.077,253.7,300,no
2025_03_26_16_54_20_Tampa_Bay_Rays_8_Brandon_Lowe_Home,batting,6.3.9,216.9,0,RTX_4000_Ada,458.3,0,Tesla_T4,2.113,241.4,300,no
2025_03_26_17_13_57_Tampa_Bay_Rays_57_Drew_Rasmussen_Home,pitching,6.4.0,588.6,0,RTX_4000_Ada,1214.2,0,Tesla_T4,2.063,625.6,300,no
2025_03_26_17_27_16_Tampa_Bay_Rays_2_Yandy_Diaz_Home,batting,6.3.9,206.9,0,RTX_4000_Ada,429.8,0,Tesla_T4,2.077,222.9,300,yes
2025_03_26_17_39_08_Tampa_Bay_Rays_6_Taylor_Walls_Home,batting,6.3.9,236.1,0,RTX_4000_Ada,490.5,0,Tesla_T4,2.078,254.4,300,no
2025_03_26_17_50_51_Tampa_Bay_Rays_11_Shane_Baz_Home,pitching,6.4.0,301.6,0,RTX_4000_Ada,595.1,0,Tesla_T4,1.973,293.5,300,no
2025_03_26_18_06_27_Tampa_Bay_Rays_11_Shane_Baz_Home,pitching,6.4.0,351.3,0,RTX_4000_Ada,688.7,0,Tesla_T4,1.96,337.4,300,no
2025_04_05_16_21_18_Philadelphia_Phillies_17_Max_Kepler_ALT1,batting,6.3.9,947.6,0,RTX_4000_Ada,2153.1,0,Tesla_T4,2.272,1205.5,600,no
2025_04_05_16_25_17_Los_Angeles_Dodgers_13_Max_Muncy_ALT,batting,6.3.9,904.7,0,RTX_4000_Ada,2210.4,0,Tesla_T4,2.443,1305.7,300,no
2025_04_05_17_11_25_Philadelphia_Phillies_8_Nick_Castellanos_ALT1,batting,6.3.9,894.4,0,RTX_4000_Ada,2163.9,0,Tesla_T4,2.419,1269.5,600,no
2025_04_06_13_58_25_Toronto_Blue_Jays_22_Ernie_Clement_Home,batting,6.3.9,236.6,0,RTX_4000_Ada,541.9,0,Tesla_T4,2.29,305.3,300,no
2025_04_06_14_02_33_Toronto_Blue_Jays_55_Tyler_Heineman_Home,batting,6.3.9,250.2,0,RTX_4000_Ada,558.7,0,Tesla_T4,2.233,308.5,300,no
2025_04_06_14_41_13_New_York_Mets_27_Mark_Vientos_Home,batting,6.3.9,215.4,0,RTX_4000_Ada,481.2,0,Tesla_T4,2.234,265.8,300,no
2025_04_06_14_52_25_New_York_Mets_23_David_Peterson_Home,pitching,6.4.0,895.9,0,RTX_4000_Ada,2018.9,0,Tesla_T4,2.253,1123.0,300,no
2025_04_06_14_56_57_Toronto_Blue_Jays_25_Anthony_Santander_Home,batting,6.3.9,231.3,0,RTX_4000_Ada,527.3,0,Tesla_T4,2.28,296.0,300,no
2025_04_06_15_29_11_Toronto_Blue_Jays_57_Chad_Green_Home,pitching,6.4.0,677.9,0,RTX_4000_Ada,1569.9,0,Tesla_T4,2.316,892.0,300,yes
2025_04_08_12_44_16_Appalachian_State_Baseball_37_Caleb_Cross_Home,pitching,6.3.9,459.1,0,RTX_4000_Ada,1028.0,0,Tesla_T4,2.239,568.9,300,no
2025_04_08_12_44_28_Appalachian_State_Baseball_37_Caleb_Cross_Home,pitching,6.3.9,628.0,0,RTX_4000_Ada,1472.2,0,Tesla_T4,2.344,844.2,300,no
2025_04_08_12_44_41_Appalachian_State_Baseball_37_Caleb_Cross_Home,pitching,6.3.9,523.5,0,RTX_4000_Ada,1187.2,0,Tesla_T4,2.268,663.7,300,yes
2025_04_08_12_44_55_Appalachian_State_Baseball_37_Caleb_Cross_Home,pitching,6.3.9,641.1,0,RTX_4000_Ada,1455.4,0,Tesla_T4,2.27,814.3,300,no
2025_04_08_12_45_22_Appalachian_State_Baseball_37_Caleb_Cross_Home,pitching,6.3.9,907.3,0,RTX_4000_Ada,2174.1,0,Tesla_T4,2.396,1266.8,300,no
2025_04_08_12_45_58_Appalachian_State_Baseball_37_Caleb_Cross_Home,pitching,6.3.9,504.0,0,RTX_4000_Ada,1179.9,0,Tesla_T4,2.341,675.9,300,no
2025_04_08_12_46_44_Appalachian_State_Baseball_37_Caleb_Cross_Home,pitching,6.3.9,520.5,0,RTX_4000_Ada,1199.3,0,Tesla_T4,2.304,678.8,300,no
2025_04_08_12_49_00_Appalachian_State_Baseball_37_Caleb_Cross_Home,pitching,6.3.9,669.3,0,RTX_4000_Ada,1639.0,0,Tesla_T4,2.449,969.7,300,no
2025_04_22_15_40_47_Boston_Red_Sox_50_Kutter_Crawford_Home,pitching,6.4.0,435.5,0,RTX_4000_Ada,950.4,0,Tesla_T4,2.182,514.9,300,no
2025_04_22_15_41_13_Boston_Red_Sox_50_Kutter_Crawford_Home,pitching,6.4.0,398.9,0,RTX_4000_Ada,878.5,0,Tesla_T4,2.202,479.6,300,no
2025_04_22_15_43_06_Boston_Red_Sox_50_Kutter_Crawford_Home,pitching,6.4.0,489.8,0,RTX_4000_Ada,1155.8,0,Tesla_T4,2.36,666.0,300,no
2025_04_30_20_17_04_Kansas_City_Royals_8_Drew_Waters_Away,batting,6.3.9,266.3,0,RTX_4000_Ada,621.7,0,Tesla_T4,2.335,355.4,300,no
2025_04_30_21_27_21_Tampa_Bay_Rays_14_Chandler_Simpson_Home,batting,6.3.9,241.7,0,RTX_4000_Ada,557.7,0,Tesla_T4,2.307,316.0,300,no
2025_05_04_15_35_32_Rocket_City_Trash_Pandas__17_Joel_Hurtado_Away,pitching,6.4.0,666.8,0,RTX_4000_Ada,1492.3,0,Tesla_T4,2.238,825.5,300,no
2025_05_04_16_17_20_Rocket_City_Trash_Pandas__17_Joel_Hurtado_Away,pitching,6.4.0,671.9,0,RTX_4000_Ada,1522.3,0,Tesla_T4,2.266,850.4,300,no
2025_05_04_17_25_13_Rocket_City_Trash_Pandas__21_Camden_Minacci_Away,pitching,6.4.0,671.4,0,RTX_4000_Ada,1428.6,0,Tesla_T4,2.128,757.2,300,no
2025_05_12_11_42_57_Boston_Red_Sox_80_Richard_Fitts_Home,pitching,6.4.0,402.8,0,RTX_4000_Ada,979.9,0,Tesla_T4,2.433,577.1,300,yes
2025_05_12_11_57_10_Boston_Red_Sox_80_Richard_Fitts_Home,pitching,6.4.0,399.3,0,RTX_4000_Ada,939.8,0,Tesla_T4,2.354,540.5,300,no
2025_05_12_11_57_29_Boston_Red_Sox_80_Richard_Fitts_Home,pitching,6.4.0,310.0,0,RTX_4000_Ada,731.5,0,Tesla_T4,2.36,421.5,300,no
2025_05_16_20_38_43_Philadelphia_Phillies_7_Trea_Turner_ALT3,batting,6.3.9,976.7,0,RTX_4000_Ada,2497.7,0,Tesla_T4,2.557,1521.0,600,no
2025_05_16_21_32_36_Philadelphia_Phillies_10_JT_Realmuto_ALT3,batting,6.3.9,1025.8,0,RTX_4000_Ada,2674.3,0,Tesla_T4,2.607,1648.5,600,yes
2025_05_16_23_09_35_Pittsburgh_Pirates_29_Alexander_Canario_Away,batting,6.3.9,982.3,0,RTX_4000_Ada,2511.0,0,Tesla_T4,2.556,1528.7,600,no
2025_05_16_23_16_39_Pittsburgh_Pirates_62_Matt_Gorski_Away,batting,6.3.9,999.5,0,RTX_4000_Ada,2524.1,0,Tesla_T4,2.525,1524.6,600,no
2025_06_19_13_15_22_Minnesota_Twins_20_Chris_Paddack_Home,pitching,6.4.0,392.5,0,RTX_4000_Ada,851.8,0,Tesla_T4,2.17,459.3,300,no
2025_06_19_15_06_11_Minnesota_Twins_54_Danny_Coulombe_Home,pitching,6.4.0,306.8,0,RTX_4000_Ada,649.6,0,Tesla_T4,2.117,342.8,300,no
2025_06_19_15_16_24_Cincinnati_Reds_62_Luis_Mey_Home,pitching,6.4.0,300.3,0,RTX_4000_Ada,615.5,0,Tesla_T4,2.05,315.2,300,yes
2025_08_31_14_28_03_New_York_Mets_28_Cedric_Mullins_Home,batting,6.3.9,239.7,0,RTX_4000_Ada,553.9,0,Tesla_T4,2.311,314.2,300,yes
2025_08_31_15_24_31_New_York_Mets_9_Brandon_Nimmo_Home,batting,6.3.9,236.3,0,RTX_4000_Ada,547.6,0,Tesla_T4,2.317,311.3,300,no
2025_08_31_15_29_00_New_York_Mets_20_Pete_Alonso_Home,batting,6.3.9,234.0,0,RTX_4000_Ada,549.1,0,Tesla_T4,2.347,315.1,300,no
2025_09_12_10_07_15_Cincinnati_Reds_17_Alexander_Vargas_Home,batting,6.4.0,416.4,0,RTX_4000_Ada,994.3,0,Tesla_T4,2.388,577.9,300,no
2025_09_12_10_15_44_Cincinnati_Reds_17_Alexander_Vargas_Home,batting,6.4.0,463.7,0,RTX_4000_Ada,1067.7,0,Tesla_T4,2.303,604.0,300,no
2025_09_12_10_18_53_Cincinnati_Reds_17_Alexander_Vargas_Home,batting,6.4.0,359.3,0,RTX_4000_Ada,842.2,0,Tesla_T4,2.344,482.9,300,no
2025_09_26_20_13_21_Cleveland_Guardians_44_Slade_Cecconi_Away,pitching,6.4.0,863.6,0,RTX_4000_Ada,1798.1,0,Tesla_T4,2.082,934.5,300,no
2025_09_26_20_59_36_Cleveland_Guardians_52_Matt_Festa_Away,pitching,6.4.0,1791.5,0,RTX_4000_Ada,1908.4,0,Tesla_T4,1.065,116.9,300,yes
2025_09_26_21_52_38_Texas_Rangers_88_Phil_Maton_Away,pitching,6.4.0,900.5,0,RTX_4000_Ada,1821.7,0,Tesla_T4,2.023,921.2,300,no
2025_10_15_08_41_25_AZ_Performance_Center_0_Brandon_Enders_Home,pitching,6.3.9,617.1,0,RTX_4000_Ada,1426.7,0,Tesla_T4,2.312,809.6,300,no
2025_10_15_08_41_58_AZ_Performance_Center_0_Brandon_Enders_Home,pitching,6.3.9,652.4,0,RTX_4000_Ada,1523.3,0,Tesla_T4,2.335,870.9,300,no
2025_10_15_08_42_32_AZ_Performance_Center_0_Brandon_Enders_Home,pitching,6.3.9,629.2,0,RTX_4000_Ada,1474.5,0,Tesla_T4,2.343,845.3,300,no
2025_10_15_08_43_06_AZ_Performance_Center_0_Brandon_Enders_Home,pitching,6.3.9,668.3,0,RTX_4000_Ada,1542.9,0,Tesla_T4,2.309,874.6,300,yes
2025_10_15_08_43_23_AZ_Performance_Center_0_Brandon_Enders_Home,pitching,6.3.9,665.1,0,RTX_4000_Ada,1567.3,0,Tesla_T4,2.356,902.2,300,no
2025_10_15_08_43_38_AZ_Performance_Center_0_Brandon_Enders_Home,pitching,6.3.9,645.2,0,RTX_4000_Ada,1506.1,0,Tesla_T4,2.334,860.9,300,no
2025_10_15_08_43_53_AZ_Performance_Center_0_Brandon_Enders_Home,pitching,6.3.9,636.0,0,RTX_4000_Ada,1510.2,0,Tesla_T4,2.375,874.2,300,no
2025_10_15_08_44_09_AZ_Performance_Center_0_Brandon_Enders_Home,pitching,6.3.9,839.1,0,RTX_4000_Ada,1916.3,0,Tesla_T4,2.284,1077.2,300,no
2025_10_15_08_44_30_AZ_Performance_Center_0_Brandon_Enders_Home,pitching,6.3.9,639.9,0,RTX_4000_Ada,1487.1,0,Tesla_T4,2.324,847.2,300,no
2025_10_15_08_45_22_AZ_Performance_Center_0_Brandon_Enders_Home,pitching,6.3.9,756.2,0,RTX_4000_Ada,1381.4,0,Tesla_T4,1.827,625.2,300,no
2025_10_15_08_55_32_AZ_Performance_Center_0_Tyler_Johnson_Home,pitching,6.3.9,736.7,0,RTX_4000_Ada,1626.4,0,Tesla_T4,2.208,889.7,300,no
2026_01_07_10_09_50_MiLB_Spring_Training_16_Dominic_Pitelli_home,batting,6.4.0,372.8,0,RTX_4000_Ada,841.1,0,Tesla_T4,2.256,468.3,300,no
2026_01_07_10_09_58_MiLB_Spring_Training_16_Dominic_Pitelli_home,batting,6.4.0,430.7,0,RTX_4000_Ada,971.9,0,Tesla_T4,2.257,541.2,300,no
2026_01_07_10_10_06_MiLB_Spring_Training_16_Dominic_Pitelli_home,batting,6.4.0,359.5,0,RTX_4000_Ada,824.9,0,Tesla_T4,2.295,465.4,300,no
2026_01_07_10_10_16_MiLB_Spring_Training_16_Dominic_Pitelli_home,batting,6.4.0,416.4,0,RTX_4000_Ada,953.3,0,Tesla_T4,2.289,536.9,300,no
2026_01_07_10_10_25_MiLB_Spring_Training_16_Dominic_Pitelli_home,batting,6.4.0,338.6,0,RTX_4000_Ada,783.8,0,Tesla_T4,2.315,445.2,300,no
2026_01_07_10_10_53_MiLB_Spring_Training_16_Dominic_Pitelli_home,batting,6.4.0,364.6,0,RTX_4000_Ada,833.7,0,Tesla_T4,2.287,469.1,300,no
2026_01_07_10_11_06_MiLB_Spring_Training_16_Dominic_Pitelli_home,batting,6.4.0,365.6,0,RTX_4000_Ada,818.8,0,Tesla_T4,2.24,453.2,300,no
2026_01_07_10_11_14_MiLB_Spring_Training_16_Dominic_Pitelli_home,batting,6.4.0,1378.1,0,RTX_4000_Ada,972.3,0,Tesla_T4,0.706,-405.8,300,yes
2026_01_07_10_11_22_MiLB_Spring_Training_16_Dominic_Pitelli_home,batting,6.4.0,737.4,0,RTX_4000_Ada,861.1,0,Tesla_T4,1.168,123.7,300,no
2026_01_07_10_12_48_MiLB_Spring_Training_4_Cam_Collier_home,batting,6.4.0,1286.1,0,RTX_4000_Ada,999.5,0,Tesla_T4,0.777,-286.6,300,no
2026_01_07_10_12_55_MiLB_Spring_Training_4_Cam_Collier_home,batting,6.4.0,386.6,0,RTX_4000_Ada,918.0,0,Tesla_T4,2.375,531.4,300,yes
2026_01_07_10_13_20_MiLB_Spring_Training_4_Cam_Collier_home,batting,6.4.0,446.1,0,RTX_4000_Ada,1031.7,0,Tesla_T4,2.313,585.6,300,no
2026_01_07_10_13_29_MiLB_Spring_Training_4_Cam_Collier_home,batting,6.4.0,388.1,0,RTX_4000_Ada,889.6,0,Tesla_T4,2.292,501.5,300,no
2026_01_07_10_14_03_MiLB_Spring_Training_4_Cam_Collier_home,batting,6.4.0,388.3,0,RTX_4000_Ada,891.0,0,Tesla_T4,2.295,502.7,300,no
2026_01_07_10_14_10_MiLB_Spring_Training_4_Cam_Collier_home,batting,6.4.0,448.0,0,RTX_4000_Ada,1021.1,0,Tesla_T4,2.279,573.1,300,yes
2026_01_07_10_14_22_MiLB_Spring_Training_4_Cam_Collier_home,batting,6.4.0,424.3,0,RTX_4000_Ada,966.5,0,Tesla_T4,2.278,542.2,300,no
2026_01_07_10_14_41_MiLB_Spring_Training_4_Cam_Collier_home,batting,6.4.0,390.2,0,RTX_4000_Ada,888.5,0,Tesla_T4,2.277,498.3,300,no
2026_01_07_10_14_51_MiLB_Spring_Training_4_Cam_Collier_home,batting,6.4.0,494.8,0,RTX_4000_Ada,1101.6,0,Tesla_T4,2.226,606.8,300,no
2026_01_07_10_20_55_AZ_Performance_Center_0_Dylan_Dreiling_Home,batting,6.3.9,392.0,0,RTX_4000_Ada,857.3,0,Tesla_T4,2.187,465.3,300,no
2026_01_07_10_21_52_AZ_Performance_Center_0_Dylan_Dreiling_Home,batting,6.3.9,437.6,0,RTX_4000_Ada,952.7,0,Tesla_T4,2.177,515.1,300,no
2026_01_07_10_23_20_AZ_Performance_Center_0_Dylan_Dreiling_Home,batting,6.3.9,491.6,0,RTX_4000_Ada,1067.2,0,Tesla_T4,2.171,575.6,300,no
2026_01_07_11_51_29_MiLB_Spring_Training_6_Kyle_Henley_home,batting,6.4.0,461.9,0,RTX_4000_Ada,1024.9,0,Tesla_T4,2.219,563.0,300,no
2026_01_07_11_52_03_MiLB_Spring_Training_6_Kyle_Henley_home,batting,6.4.0,422.3,0,RTX_4000_Ada,962.4,0,Tesla_T4,2.279,540.1,300,no
2026_01_07_11_53_04_MiLB_Spring_Training_6_Kyle_Henley_home,batting,6.4.0,393.1,0,RTX_4000_Ada,892.9,0,Tesla_T4,2.271,499.8,300,no
2026_01_07_11_55_32_MiLB_Spring_Training_15_Carlos_Sanchez_home,batting,6.4.0,390.0,0,RTX_4000_Ada,894.6,0,Tesla_T4,2.294,504.6,300,no
2026_01_07_12_03_14_MiLB_Spring_Training_6_Alfredo_Duno_home,batting,6.4.0,449.5,0,RTX_4000_Ada,1017.7,0,Tesla_T4,2.264,568.2,300,no
2026_01_08_11_25_20_AZ_Performance_Center_0_Noah_Franklin_Home,batting,6.3.9,393.1,0,RTX_4000_Ada,849.3,0,Tesla_T4,2.161,456.2,300,no
2026_01_08_11_34_02_AZ_Performance_Center_0_Jack_Wheeler_Home,batting,6.3.9,329.7,0,RTX_4000_Ada,708.4,0,Tesla_T4,2.149,378.7,300,no
2026_01_13_13_31_56_Razorback_PDC_0_Jackson_Kircher_Home,pitching,6.4.0,1130.1,0,RTX_4000_Ada,2397.6,0,Tesla_T4,2.122,1267.5,300,no
2026_01_13_13_40_06_Razorback_PDC_0_Mark_Brissey_Home,pitching,6.4.0,1537.2,0,RTX_4000_Ada,3315.5,0,Tesla_T4,2.157,1778.3,300,no
2026_01_14_12_53_29_Razorback_PDC_0_Peyton_Lee_Home,pitching,6.4.0,1070.9,0,RTX_4000_Ada,2305.0,0,Tesla_T4,2.152,1234.1,300,no
2026_01_14_13_01_50_Razorback_PDC_0_Jordan_Martin_Home,pitching,6.4.0,1297.2,0,RTX_4000_Ada,2903.6,0,Tesla_T4,2.238,1606.4,300,no
2026_01_14_13_08_56_Razorback_PDC_39_Jacob_Imoto_Home,pitching,6.4.0,1213.4,0,RTX_4000_Ada,2798.9,0,Tesla_T4,2.307,1585.5,300,no
